country.x,dataset_key.x,dataset_party_id.x,name_short.x,name.x,name_english.x,year_first.x,year_last.x,share.x,share_year.x,description.x,comment.x,created.x,modified.x,external_id.x,partyfacts_id,linked.x,country.y,dataset_key.y,dataset_party_id.y,name_short.y,name.y,name_english.y,year_first.y,year_last.y,share.y,share_year.y,description.y,comment.y,created.y,modified.y,external_id.y,linked.y
BGR,manifesto,80710,ATAKA,Nacionalno Obedinenie Ataka,National Union Attack,2005,2014,9.4,2009,NA,NA,2014-02-08T21:29:13Z,2023-06-05T10:39:48Z,3646,1793,2014-02-10T10:24:04Z,BGR,parlgov,535,Ataka,Ataka,Attack,2005,2019,9.4,2009,NA,NA,2012-12-30T23:38:22Z,2024-08-13T10:52:06Z,1215,2012-12-30T23:41:30Z
BGR,manifesto,80811,NS,Naroden Sayuz,People’s Union,1994,1994,6.5,1994,NA,composed of: BZNS Bulgarski Zemedelski Naroden Soyuz (Bulgarian Agrarian National Union) DP Demokraticheska Partiya (Democratic Party),2013-01-01T18:17:00Z,2023-06-05T10:39:52Z,1609,747,2018-02-03T11:00:50Z,BGR,parlgov,353,ZNS,Zemedelski Naroden Suyuz,Agrarian People's Union,1991,2009,6.5,1994,NA,NA,2012-12-30T23:36:52Z,2024-08-13T10:52:04Z,773,2012-12-30T23:41:36Z
BGR,manifesto,80411,ODS,Obedineni Demokratichni Sili,United Democratic Forces,1997,2005,52.2,1997,NA,NA,2013-01-01T18:16:57Z,2023-06-05T10:39:59Z,1592,1183,2013-01-01T18:33:37Z,BGR,parlgov,784,ODS,Obedineni Demokratichni Sili,United Democratic Forces,1997,2007,49.1,1997,NA,NA,2012-12-30T23:37:06Z,2024-08-13T10:52:08Z,844,2012-12-30T23:41:31Z
BGR,manifesto,80620,RZS,"Red, Zakonnost i Spravedlivost","Order, Law and Justice",2009,2009,4.1,2009,NA,NA,2014-02-08T21:29:19Z,2023-06-05T10:39:58Z,3754,272,2014-02-10T10:23:40Z,BGR,parlgov,636,RZS,"Red, zakonnost i spravedlivost","Order, Lawfulness and Justice",2009,2013,4.1,2009,NA,NA,2012-12-30T23:37:44Z,2024-08-13T10:52:04Z,1035,2012-12-30T23:41:33Z
BGR,manifesto,80061,NA,Reformatorski blok,Reformist bloc,2014,2014,8.9,2014,NA,NA,2018-08-02T13:23:08Z,2023-06-05T10:39:42Z,25075,3189,2018-08-02T13:24:22Z,BGR,parlgov,2363,RB,Reformatorski Blok,Reformist Bloc,2014,2017,8.9,2014,NA,NA,2014-11-13T18:36:03Z,2024-08-13T10:51:51Z,8078,2015-01-17T14:45:16Z
BGR,manifesto,80410,SDS,Sayuz na Demokratichnite Sili,Union of Democratic Forces,1990,1994,36.2,1990,NA,"founding members: BSDP Bulgarska Sotsial-demokraticheska Partiya (Bulgarian Social Democratic Party), BZNS-NP Bulgarki Zemedelski Naroden Sayuz (Bulgarian Agrarian National Union - Nikolai Petkov), Komitet za Zashtita na Relioznite Prava, Svobodata na Savestta i Duhovnite Tsenosti (Committee for Religious Rights, Freedom of Conscience, and Spiritual Values) Klub na Represiranite sled 1945 Godina (Club for the Victims of Repression after 1945), GI Grazhdanska Initsiativa (Citizens’ Initiative), Federattsiya na Nezavisimi Studentki Druzhestva (Federation of Independents’ Students Societies), Nezavisimo Druzhestvo za Zashtita na Choveshkite Prava v Bulgariya (Independent Association for the Defence of Human Rights in Bulgaria), Nezavisima Federatsiya na Truda Podkrepa (Independent Labour Federation Pokrepa) additional members in 1989 and 1990: RDP Radikalna Demokraticheska Partiya (Radical Democratic Party) ZP Zelena Partiya (Green Party) HDF Hristiyan-Demokraticheska Fronta (Christian Democratic Front) ASP Alternativna Sotsialierlna Partiya (Alternative Socialist Party)",2013-01-01T18:17:35Z,2023-06-05T10:39:46Z,1770,482,2013-01-01T18:33:37Z,BGR,parlgov,423,SDS,Suyuz na Demokratichnite Sili,Union of Democratic Forces,1991,2013,34.4,1991,NA,NA,2012-12-30T23:38:49Z,2024-08-13T10:52:05Z,1347,2012-12-30T23:41:34Z
BGR,manifesto,80051,SK,Sinyata Koalitsiya,Blue Coalition,2009,2009,6.8,2009,NA,NA,2014-02-08T21:29:13Z,2023-06-05T10:39:51Z,3653,58,2014-02-10T10:23:35Z,BGR,parlgov,1254,SK,Sinyata Koalitsiya,Blue Coalition,2009,2009,6.8,2009,NA,NA,2012-12-30T23:36:44Z,2024-08-13T10:52:04Z,741,2012-12-30T23:41:34Z
BGR,manifesto,80640,NA,Volya,Will,2017,2017,4.1,2017,NA,NA,2018-08-02T13:23:10Z,2023-06-05T10:39:49Z,25081,5863,2018-08-02T13:23:10Z,BGR,parlgov,2637,Volya,Volya,Will,2017,2019,4.3,2017,NA,NA,2018-02-02T21:31:01Z,2024-08-13T10:51:54Z,20343,2018-02-02T22:17:27Z
CAN,manifesto,62901,BQ,Bloc Québécois,Quebec Bloc,1993,2015,13.5,1993,NA,NA,2013-01-01T18:17:07Z,2023-06-05T10:39:48Z,1638,1428,2013-01-01T18:33:44Z,CAN,parlgov,448,BQ,Bloc Québécois,Quebec Bloc,1993,2021,13.5,1993,NA,NA,2012-12-30T23:38:04Z,2024-08-13T10:52:03Z,1132,2012-12-30T23:41:46Z
CAN,manifesto,62623,CP,Conservative Party of Canada,Conservative Party of Canada,2004,2015,39.6,2011,NA,NA,2014-02-08T21:29:19Z,2023-06-05T10:39:55Z,3760,1004,2014-02-09T13:36:59Z,CAN,parlgov,1255,CPC,Conservative Party of Canada,Conservative Party of Canada,2004,2021,39.6,2011,NA,NA,2012-12-30T23:35:26Z,2024-08-13T10:51:58Z,366,2012-12-30T23:41:47Z
CAN,manifesto,62110,NA,Green Party,Green Party,2008,2015,6.8,2008,NA,NA,2014-02-08T21:29:12Z,2023-06-05T10:39:39Z,3645,931,2014-02-09T13:36:40Z,CAN,parlgov,1259,GPC,Green Party of Canada,Green Party of Canada,1997,2021,6.8,2008,NA,NA,2012-12-30T23:37:50Z,2024-08-13T10:52:08Z,1062,2012-12-30T23:41:48Z
CAN,manifesto,62420,LP,Liberal Party of Canada,Liberal Party of Canada,1945,2015,49.5,1949,NA,NA,2013-01-01T18:17:34Z,2023-06-05T10:39:57Z,1763,1739,2013-01-01T18:33:45Z,CAN,parlgov,368,LP,Liberal Party of Canada,Liberal Party of Canada,1900,2021,52,1904,NA,NA,2012-12-30T23:37:26Z,2024-08-13T10:51:59Z,943,2012-12-30T23:41:48Z
CAN,manifesto,62320,NDP,New Democratic Party,New Democratic Party,1945,2015,30.6,2011,NA,NA,2013-01-01T18:18:08Z,2023-06-05T10:39:49Z,1929,152,2013-01-01T18:33:45Z,CAN,parlgov,296,CCF|NDP,Co-operative Commonwealth Federation | New Democratic Party,Co-operative Commonwealth Federation | New Democratic Party,1935,2021,30.6,2011,NA,NA,2012-12-30T23:38:01Z,2024-08-13T10:52:02Z,1119,2012-12-30T23:41:49Z
CAN,manifesto,62620,PCP,Progressive Conservative Party,Progressive Conservative Party,1945,2000,53.6,1958,NA,NA,2013-01-01T18:16:27Z,2023-06-05T10:39:53Z,1455,232,2013-01-01T18:33:46Z,CAN,parlgov,794,PCP,Progressive Conservative Party of Canada,Progressive Conservative Party of Canada,1900,2000,57,1917,NA,NA,2012-12-30T23:35:58Z,2024-08-13T10:51:59Z,527,2012-12-30T23:41:49Z
CAN,manifesto,62621,RPC,Reform Party of Canada,Reform Party of Canada,1993,1997,19.4,1997,NA,NA,2013-01-01T18:17:30Z,2023-06-05T10:39:58Z,1745,1757,2013-01-01T18:33:46Z,CAN,parlgov,897,RPC,Reform Party of Canada,Reform Party of Canada,1988,2000,25.5,2000,NA,NA,2012-12-30T23:36:37Z,2024-08-13T10:51:52Z,714,2012-12-30T23:41:50Z
CAN,manifesto,62951,Socred,Social Credit,Social Credit,1945,1974,11.9,1963,NA,NA,2013-01-01T18:16:53Z,2023-06-05T10:39:50Z,1575,1156,2013-01-01T18:33:47Z,CAN,parlgov,1392,SSC,Social Credit Party of Canada,Social Credit Party of Canada,1935,1980,11.9,1963,NA,NA,2012-12-30T23:36:54Z,2024-08-13T10:51:59Z,786,2012-12-30T23:41:51Z
HRV,manifesto,81714,DPMŠ,Domovinski pokret Miroslava Škore,Miroslav Škoro Homeland Movement,2020,2020,10.9,2020,NA,NA,2023-06-05T10:39:56Z,2023-06-05T10:39:56Z,59128,8981,2023-06-05T10:45:28Z,HRV,parlgov,2809,DP,Domovinski pokret,Homeland Movement,2020,2020,10.9,2020,NA,NA,2021-12-30T12:51:14Z,2024-08-13T10:52:02Z,53591,2021-12-30T12:56:19Z
HRV,manifesto,81711,HDZ,Hrvatska demokratska zajednica,Croatian Democratic Union,1990,2020,45.2,1995,NA,NA,2013-01-01T18:16:53Z,2023-06-05T10:39:57Z,1574,1431,2013-01-01T18:34:53Z,HRV,parlgov,276,HDZ,Hrvatska demokratska zajednica,Croatian Democratic Union,2000,2020,37.3,2020,NA,NA,2014-02-08T21:29:57Z,2024-08-13T10:52:00Z,3933,2014-04-10T21:27:14Z
HRV,manifesto,81712,HNS,Hrvatska narodna stranka - liberalni demokrati,Croatian People’s Party - Liberal Democrats,1992,2020,8,2003,NA,NA,2013-01-01T18:17:38Z,2023-06-05T10:39:53Z,1784,799,2013-01-01T18:34:53Z,HRV,parlgov,1384,HNS-LD,Hrvatska narodna stranka – Liberalni demokrati,Croatian People's Party -- Liberal Democrats,2000,2020,8.3,2003,NA,NA,2014-02-08T21:29:52Z,2024-08-13T10:52:08Z,3898,2014-04-10T21:26:38Z
HRV,manifesto,81810,HSS,Hrvatska seljačka stranka,Croatian Peasant Party,1992,2011,10,2000,NA,NA,2013-01-01T18:16:17Z,2023-06-05T10:39:45Z,1412,72,2013-01-01T18:34:54Z,HRV,parlgov,1465,HSS,Hrvatska seljačka stranka,Croatian Peasant Party,2000,2016,15.6,2000,NA,NA,2014-02-08T21:29:38Z,2024-08-13T10:52:01Z,3798,2014-02-10T10:26:34Z
HRV,manifesto,81410,HSLS,Hrvatska socijalno-liberalna stranka,Croatian Social-Liberal Party,1992,1995,17.7,1992,NA,NA,2013-01-01T18:16:39Z,2023-06-05T10:39:46Z,1508,214,2013-01-01T18:34:54Z,HRV,parlgov,1102,HSLS,Hrvatska socijalno liberalna stranka,Croatian Social Liberal Party,2000,2015,4.1,2003,NA,NA,2014-02-08T21:29:49Z,2024-08-13T10:51:55Z,3880,2014-04-10T21:26:23Z
HRV,manifesto,81713,HSP,Hrvatska stranka prava,Croatian Party of Rights,1992,2003,7.1,1992,NA,NA,2013-01-01T18:18:26Z,2023-06-05T10:39:55Z,2014,253,2013-01-01T18:34:55Z,HRV,parlgov,1044,HSP,Hrvatska stranka prava,Croatian Party of Rights,2000,2013,6.5,2003,NA,NA,2014-02-08T21:29:39Z,2024-08-13T10:51:53Z,3801,2014-04-18T18:07:58Z
HRV,manifesto,81957,HSU,Hrvatska stranka umirovljenika,Croatian Party of Pensioners,2003,2003,4,2003,NA,NA,2014-02-08T21:29:09Z,2023-06-05T10:39:55Z,3582,2062,2014-02-27T16:59:38Z,HRV,parlgov,2134,HSU,Hrvatska stranka umirovljenika,Croatian Party of Pensioners,2000,2016,4.1,2003,NA,NA,2014-02-08T21:29:40Z,2024-08-13T10:51:53Z,3803,2014-02-27T16:58:57Z
HRV,manifesto,81952,HDSSB,Hrvatski demokratski savez Slavonije i Baranje,Croatian Democratic Assembly of Slavonia and Baranja,2007,2015,2.9,2011,NA,NA,2014-02-08T21:29:20Z,2023-06-05T10:39:58Z,3762,2347,2014-06-27T19:41:00Z,HRV,parlgov,2135,HDSSB,Hrvatski demokratski savez Slavonije i Baranje,Croatian Democratic Alliance of Slavonia and Baranja,2007,2016,3,2011,NA,NA,2014-02-08T21:29:38Z,2024-08-13T10:52:00Z,3794,2014-06-14T11:01:40Z
HRV,manifesto,81230,HL,Hrvatski laburisti - stranka rada,Croatian Labourists - Labour Party,2011,2011,5.2,2011,NA,NA,2014-02-08T21:29:18Z,2023-06-05T10:39:59Z,3741,3143,2022-05-27T09:04:16Z,HRV,parlgov,2182,HL-LR,Hrvatski laburisti – Stranka rada,Croatian Labourists -- Labour Party,2011,2015,4.2,2011,NA,NA,2014-02-08T21:29:38Z,2024-08-13T10:51:54Z,3797,2014-09-10T17:25:46Z
HRV,manifesto,81953,IDS,Istarski demokratski sabor,Istrian Democratic Assembly,1992,2007,2.4,2000,NA,NA,2013-01-01T18:16:29Z,2023-06-05T10:39:45Z,1465,513,2013-01-01T18:34:55Z,HRV,parlgov,1627,IDS,Istarski demokratski sabor,Istrian Democratic Assembly,2000,2019,2.2,2016,NA,NA,2014-02-08T21:29:59Z,2024-08-13T10:52:06Z,3947,2014-02-10T10:25:49Z
HRV,manifesto,81042,HSLS-DC,Koalicija Hrvatske socijalno-liberalne stranke i Demokratskog centra,Coalition of the Croatian Social-liberal Party and the Democratic Centre,2003,2003,4,2003,NA,NA,2014-02-08T21:29:09Z,2023-06-05T10:39:47Z,3592,214,2014-06-28T21:20:21Z,HRV,parlgov,1102,HSLS,Hrvatska socijalno liberalna stranka,Croatian Social Liberal Party,2000,2015,4.1,2003,NA,NA,2014-02-08T21:29:49Z,2024-08-13T10:51:55Z,3880,2014-04-10T21:26:23Z
HRV,manifesto,81411,LS,Liberalna stranka,Liberal Party,2000,2003,2.7,2003,NA,NA,2014-02-08T21:29:10Z,2023-06-05T10:39:53Z,3603,381,2014-02-09T13:25:46Z,HRV,parlgov,1457,LS,Liberalna stranka,Liberal Party,2000,2003,NA,NA,NA,NA,2014-02-08T21:29:36Z,2024-08-13T10:52:08Z,3787,2014-02-08T22:05:27Z
HRV,manifesto,81961,NA,Milan Bandić 365 - Stranka rada i solidarnosti,Milan Bandić 365 - The Party of Labour and Solidarity,2015,2015,3.2,2015,NA,NA,2017-03-13T21:05:11Z,2023-06-05T10:39:43Z,18745,5452,2017-08-06T13:29:36Z,HRV,parlgov,2628,MB,Milan Bandić 365 – Stranka rada i solidarnosti,Milan Bandic 365 -- The Party of Labour and Solidarity,2015,2019,3.8,2016,NA,NA,2017-01-08T15:50:02Z,2024-08-13T10:52:00Z,18085,2017-01-16T12:46:10Z
HRV,manifesto,81460,MOST,Most nezavisnih lista,Bridge of Independent Lists,2015,2020,12.8,2015,NA,NA,2017-03-13T21:05:12Z,2023-06-05T10:39:51Z,18752,4865,2017-06-18T06:31:46Z,HRV,parlgov,2615,Most,Most nezavisnih lista,Bridge of Independent Lists,2015,2020,13.4,2015,NA,NA,2016-06-08T07:43:26Z,2024-08-13T10:51:57Z,16315,2016-06-08T09:43:09Z
HRV,manifesto,81240,NA,Možemo! - politička platforma,We can!-political platform,2020,2020,5,2020,NA,NA,2023-06-05T10:39:51Z,2023-06-05T10:39:51Z,59086,8980,2023-06-05T10:45:28Z,HRV,parlgov,2810,M!,Možemo! – politička platforma,We Can! -- Political Platform,2019,2020,7,2020,NA,NA,2021-12-30T12:51:08Z,2024-08-13T10:52:09Z,53576,2021-12-30T12:55:09Z
HRV,manifesto,81450,NS-R,Narodna stranka - Reformisti,People's Party - Reformists,2015,2020,1.5,2015,NA,NA,2017-03-13T21:05:00Z,2023-06-05T10:39:53Z,18685,4866,2017-06-18T06:31:46Z,HRV,parlgov,2614,NS,Narodna stranka – Reformisti,People's Party -- Reformists,2015,2020,1.5,2015,NA,NA,2016-06-08T07:43:19Z,2024-08-13T10:52:09Z,16305,2016-06-08T13:45:02Z
HRV,manifesto,81440,NA,Nezavisna lista Ivana Grubišića,Independent List of Ivan Grubišić,2011,2011,2.8,2011,NA,NA,2014-02-08T21:29:10Z,2023-06-05T10:40:02Z,3614,2523,2014-06-27T19:48:16Z,HRV,parlgov,2195,I-IG,Neovisna lista – dr.sc. Ivan Grubišić,Independent List -- PhD Ivan Grubisic,2011,2011,1.2,2011,NA,NA,2021-12-30T12:51:17Z,2024-08-13T10:52:00Z,53602,2021-12-30T12:53:13Z
HRV,manifesto,81310,NL,Nova ljevica,New Left,2020,2020,1,2020,NA,NA,2023-06-05T10:39:43Z,2023-06-05T10:39:43Z,59015,2524,2023-09-22T12:30:58Z,HRV,parlgov,90,LIBRA,LIBRA – Stranka liberalnih demokrata,Party of Liberal Democrats,2003,2003,NA,NA,NA,NA,2014-02-08T21:29:49Z,2024-08-13T10:52:03Z,3875,2018-11-11T16:18:43Z
HRV,manifesto,81310,NL,Nova ljevica,New Left,2020,2020,1,2020,NA,NA,2023-06-05T10:39:43Z,2023-06-05T10:39:43Z,59015,2524,2023-09-22T12:30:58Z,HRV,parlgov,2771,START,"Stranka antikorupcije, razvoja i transparentnost","Party of Anti-Corruption, Development and Transparency",2019,2019,2,2019,NA,NA,2020-12-08T14:36:53Z,2024-08-13T10:52:00Z,48904,2020-12-08T18:02:20Z
HRV,manifesto,81245,RF,Radnička fronta,Workers' Front,2020,2020,1,2020,NA,NA,2023-06-05T10:39:51Z,2023-06-05T10:39:51Z,59077,2524,2023-09-22T12:33:06Z,HRV,parlgov,90,LIBRA,LIBRA – Stranka liberalnih demokrata,Party of Liberal Democrats,2003,2003,NA,NA,NA,NA,2014-02-08T21:29:49Z,2024-08-13T10:52:03Z,3875,2018-11-11T16:18:43Z
HRV,manifesto,81245,RF,Radnička fronta,Workers' Front,2020,2020,1,2020,NA,NA,2023-06-05T10:39:51Z,2023-06-05T10:39:51Z,59077,2524,2023-09-22T12:33:06Z,HRV,parlgov,2771,START,"Stranka antikorupcije, razvoja i transparentnost","Party of Anti-Corruption, Development and Transparency",2019,2019,2,2019,NA,NA,2020-12-08T14:36:53Z,2024-08-13T10:52:00Z,48904,2020-12-08T18:02:20Z
HRV,manifesto,81955,RiDS,Riječki demokratski savez,Democratic Alliance of Rijeka,1992,1992,0,1992,NA,NA,2013-01-01T18:17:02Z,2023-06-05T10:39:54Z,1617,3133,2014-09-10T17:04:21Z,HRV,parlgov,2196,PGS,Primorsko goranski savez,Alliance of Primorje-Gorski,2000,2011,2.8,2011,NA,NA,2014-02-08T21:29:50Z,2024-08-13T10:51:55Z,3885,2014-09-10T17:18:00Z
HRV,manifesto,81910,SDSS,Samostalna demokratska srpska stranka,Independent Democratic Serbian Party,2003,2020,2,2011,NA,NA,2014-02-08T21:29:18Z,2023-06-05T10:40:02Z,3746,2348,2014-06-27T19:00:02Z,HRV,parlgov,2133,SDSS,Samostalna demokratska srpska stranka,Independent Democratic Serb Party,2003,2020,1.5,2007,NA,NA,2014-02-08T21:29:55Z,2024-08-13T10:52:01Z,3921,2014-06-14T11:04:25Z
HRV,manifesto,81222,SSOH,Savez socijalističke omladine Hrvatske,Union of Socialist Youth of Croatia,1990,1990,0,1990,NA,NA,2013-01-01T18:17:07Z,2023-06-05T10:39:43Z,1639,2524,2015-09-18T15:08:38Z,HRV,parlgov,90,LIBRA,LIBRA – Stranka liberalnih demokrata,Party of Liberal Democrats,2003,2003,NA,NA,NA,NA,2014-02-08T21:29:49Z,2024-08-13T10:52:03Z,3875,2018-11-11T16:18:43Z
HRV,manifesto,81222,SSOH,Savez socijalističke omladine Hrvatske,Union of Socialist Youth of Croatia,1990,1990,0,1990,NA,NA,2013-01-01T18:17:07Z,2023-06-05T10:39:43Z,1639,2524,2015-09-18T15:08:38Z,HRV,parlgov,2771,START,"Stranka antikorupcije, razvoja i transparentnost","Party of Anti-Corruption, Development and Transparency",2019,2019,2,2019,NA,NA,2020-12-08T14:36:53Z,2024-08-13T10:52:00Z,48904,2020-12-08T18:02:20Z
HRV,manifesto,81220,SDP,Socijaldemokratska partija Hrvatska,Social Democratic Party of Croatia,1990,2007,31.2,2007,NA,NA,2013-01-01T18:16:21Z,2023-06-05T10:39:47Z,1430,1475,2014-06-27T20:04:12Z,HRV,parlgov,1493,SPH,Socijaldemokratska partija Hrvatske,Social Democratic Party of Croatia,2000,2020,41.1,2011,NA,NA,2014-02-08T21:29:43Z,2024-08-13T10:52:04Z,3830,2014-04-10T21:27:47Z
HRV,manifesto,81221,SSH,Socijalistička stranka Hrvatske,Socialist Party of Croatia,1990,1990,0,1990,NA,and joint candidates with: Savez Socijalisticke Omladine Hrvatske (Union of Socialist Youth of Croatia),2013-01-01T18:17:01Z,2023-06-05T10:39:50Z,1614,2524,2018-11-10T23:05:42Z,HRV,parlgov,90,LIBRA,LIBRA – Stranka liberalnih demokrata,Party of Liberal Democrats,2003,2003,NA,NA,NA,NA,2014-02-08T21:29:49Z,2024-08-13T10:52:03Z,3875,2018-11-11T16:18:43Z
HRV,manifesto,81221,SSH,Socijalistička stranka Hrvatske,Socialist Party of Croatia,1990,1990,0,1990,NA,and joint candidates with: Savez Socijalisticke Omladine Hrvatske (Union of Socialist Youth of Croatia),2013-01-01T18:17:01Z,2023-06-05T10:39:50Z,1614,2524,2018-11-10T23:05:42Z,HRV,parlgov,2771,START,"Stranka antikorupcije, razvoja i transparentnost","Party of Anti-Corruption, Development and Transparency",2019,2019,2,2019,NA,NA,2020-12-08T14:36:53Z,2024-08-13T10:52:00Z,48904,2020-12-08T18:02:20Z
HRV,manifesto,81112,ZAS,Zelena akcija – Split,Green Action of Split,1990,1990,0,1990,NA,NA,2013-01-01T18:17:33Z,2023-06-05T10:40:02Z,1759,2524,2014-06-27T19:55:37Z,HRV,parlgov,90,LIBRA,LIBRA – Stranka liberalnih demokrata,Party of Liberal Democrats,2003,2003,NA,NA,NA,NA,2014-02-08T21:29:49Z,2024-08-13T10:52:03Z,3875,2018-11-11T16:18:43Z
HRV,manifesto,81112,ZAS,Zelena akcija – Split,Green Action of Split,1990,1990,0,1990,NA,NA,2013-01-01T18:17:33Z,2023-06-05T10:40:02Z,1759,2524,2014-06-27T19:55:37Z,HRV,parlgov,2771,START,"Stranka antikorupcije, razvoja i transparentnost","Party of Anti-Corruption, Development and Transparency",2019,2019,2,2019,NA,NA,2020-12-08T14:36:53Z,2024-08-13T10:52:00Z,48904,2020-12-08T18:02:20Z
HRV,manifesto,81960,NA,Živi zid,Human Shield,2015,2015,4,2015,NA,NA,2017-03-13T21:05:02Z,2023-06-05T10:39:59Z,18699,4867,2017-06-18T06:31:46Z,HRV,parlgov,2612,ZiZi,Živi zid,Human Shield,2015,2020,5.9,2016,NA,NA,2016-06-08T07:43:24Z,2024-08-13T10:51:53Z,16313,2016-06-08T13:49:51Z
CYP,manifesto,55321,AKEL,Anorthotikó Kómma Ergazómenou Laóu,Progressive Party of the Working People,1996,2016,35.2,2001,NA,NA,2013-01-01T18:18:34Z,2023-06-05T10:39:51Z,2053,1076,2013-01-01T18:33:52Z,CYP,parlgov,572,AKEL,Anorthotikó Kómma Ergazómenou Laoú,Progressive Party of Working People,1976,2021,34.7,2001,NA,NA,2012-12-30T23:38:36Z,2024-08-13T10:51:56Z,1286,2012-12-30T23:42:08Z
CYP,manifesto,55422,DiKo,Dimokratikó Kómma,Democratic Party,1996,2016,17.9,2006,NA,NA,2013-01-01T18:16:22Z,2023-06-05T10:39:56Z,1434,635,2013-01-01T18:33:52Z,CYP,parlgov,851,DIKO,Dimokratikó Kómma,Democratic Party,1976,2021,71.2,1976,NA,NA,2012-12-30T23:34:52Z,2024-08-13T10:51:55Z,187,2012-12-30T23:42:09Z
CYP,manifesto,55711,DISY,Dimokratikós Synagermós,Democratic Coalition,1996,2016,34.5,2001,NA,NA,2013-01-01T18:17:10Z,2023-06-05T10:39:47Z,1652,563,2013-01-01T18:33:53Z,CYP,parlgov,1575,DISY,Dimokratikós Sinayermós,Democratic Rally,1976,2021,35.8,1991,NA,NA,2012-12-30T23:34:23Z,2024-08-13T10:51:55Z,20,2012-12-30T23:42:09Z
CYP,manifesto,55720,ELAM,Ethniko Laiko Metopo,National Popular Front,2016,2016,3.7,2016,NA,NA,2018-08-02T13:22:59Z,2023-06-05T10:39:57Z,25040,1013,2018-08-02T13:22:59Z,CYP,parlgov,1768,ELAM,Ethniko Laiko Metopo,National Popular Front,2011,2021,6.8,2021,NA,NA,2012-12-30T23:37:31Z,2024-08-13T10:52:05Z,971,2012-12-30T23:42:10Z
CYP,manifesto,55430,EVROKO,Evropaikó Kómma,European Party,2006,2011,5.7,2006,NA,NA,2015-11-17T11:43:53Z,2023-06-05T10:39:44Z,15542,1817,2015-11-17T11:47:48Z,CYP,parlgov,491,EK,Evropaiko Komma,European Party,2006,2011,5.8,2006,NA,NA,2012-12-30T23:35:17Z,2024-08-13T10:51:59Z,319,2012-12-30T23:42:11Z
CYP,manifesto,55610,KA,Kinima Allileggiis,Solidarity Movement,2016,2016,5.2,2016,NA,NA,2018-08-02T13:23:07Z,2023-06-05T10:39:44Z,25073,4883,2018-08-02T13:23:07Z,CYP,parlgov,2626,KINHMA,Kinima Allileggiis,Solidarity Movement,2016,2021,5.2,2016,NA,NA,2016-07-06T16:27:08Z,2024-08-13T10:52:01Z,16316,2016-07-06T16:37:49Z
CYP,manifesto,55110,NA,Kinima Ikologon - Sinergasia Politón,Movement of Ecologists - Citizens' Cooperation,2006,2016,4.8,2016,NA,NA,2015-11-17T11:43:48Z,2023-06-05T10:39:53Z,15524,858,2015-11-17T11:47:56Z,CYP,parlgov,1621,KOP,Kinima Oikologoi Perivallontistoi,Ecological and Environmental Movement,1996,2021,4.8,2016,NA,NA,2012-12-30T23:36:52Z,2024-08-13T10:51:56Z,774,2012-12-30T23:42:12Z
CYP,manifesto,55322,EDEK,Kinima Sosialdimokraton,Social Democrats' Movement,1996,2016,8.9,2011,NA,NA,2013-01-01T18:17:35Z,2023-06-05T10:39:46Z,1768,1028,2022-05-26T10:13:22Z,CYP,parlgov,945,EDEK,Kinima Sosialdimokraton EDEK,Movement for Social Democracy EDEK,1976,2021,11.1,1985,NA,NA,2012-12-30T23:38:22Z,2024-08-13T10:51:54Z,1214,2012-12-30T23:42:12Z
CYP,manifesto,55423,KED,Kinima ton Eleftheron Dimokratikon,Free Democrats Movement,1996,1996,3.7,1996,NA,NA,2013-01-01T18:18:34Z,2023-06-05T10:39:53Z,2055,321,2013-01-01T18:33:53Z,CYP,parlgov,1523,ED,Enomeni Dimokrates,United Democrats,1996,2006,3.7,1996,NA,NA,2012-12-30T23:38:15Z,2024-08-13T10:52:02Z,1178,2012-12-30T23:42:09Z
CYP,manifesto,55421,KF,Komma Fileleftheron,Liberal Party,1996,1996,0,1996,NA,NA,2013-01-01T18:16:24Z,2023-06-05T10:39:45Z,1442,2654,2018-11-10T23:05:46Z,CYP,parlgov,2784,YH,Yasemin Hareketi,Jasmine Movement,2019,2019,1.7,2019,NA,NA,2020-12-08T14:36:55Z,2024-08-13T10:52:04Z,48906,2020-12-08T14:42:24Z
CYP,manifesto,55340,SYPOL,Simmachía Politón,Citizens' Alliance,2016,2016,6,2016,NA,NA,2018-08-02T13:23:02Z,2023-06-05T10:39:42Z,25057,3117,2018-08-02T13:24:29Z,CYP,parlgov,2341,SYM,Symmaxia,Citizens Alliance,2014,2019,6,2016,NA,NA,2014-09-03T11:40:38Z,2024-08-13T10:52:06Z,7758,2014-09-10T13:50:08Z
CZE,manifesto,82430,ANO,ANO 2011,ANO 2011,2013,2017,29.6,2017,NA,NA,2015-11-17T11:43:35Z,2023-06-05T10:39:48Z,15482,2141,2015-11-17T11:48:52Z,CZE,parlgov,2263,ANO,Akce nespokojených občanů 2011,Action of Dissatisfied Citizens 2011,2013,2021,29.6,2017,NA,NA,2014-02-08T21:29:46Z,2024-08-13T10:51:57Z,3852,2014-05-16T13:56:32Z
CZE,manifesto,82953,Piráti,Česká pirátská strana,Czech Pirate Party,2017,2017,10.8,2017,NA,NA,2019-01-22T16:59:35Z,2023-06-05T10:39:57Z,29043,2047,2019-01-22T16:59:36Z,CZE,parlgov,2261,Pi,Ceska piratska strana,Czech Pirate Party,2013,2019,10.8,2017,NA,NA,2014-02-08T21:29:51Z,2024-08-13T10:52:06Z,3891,2014-02-23T22:00:44Z
